full.code,unique_ind_id,hh_id,site_code,date,time_point,skip_eating_days,reduce_meals_days,hunt_days,gather_days,restrict_nonworkers,restrict_children,restrict_adults,limit_portions,send_beg,send_to_others,consume_stock,harvest_early,purchase_on_credit,borrow_food,less_preferred
N1.21.01.T01,N1.21.01,N1.21,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.21.01.T02,N1.21.01,N1.21,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.21.01.T03,N1.21.01,N1.21,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.21.01.T04,N1.21.01,N1.21,N1,2022-05-05,T04,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
N1.21.02.T05,N1.21.02,N1.21,N1,2022-06-20,T05,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
N1.21.01.T06,N1.21.01,N1.21,N1,2022-08-13,T06,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3
N1.21.01.T07,N1.21.01,N1.21,N1,2022-09-16,T07,0,0,0,1,0,0,0,5,0,0,0,0,1,0,4
N1.21.01.T08,N1.21.01,N1.21,N1,2022-11-01,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.21.01.T09,N1.21.01,N1.21,N1,2022-12-18,T09,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
N1.21.01.T10,N1.21.01,N1.21,N1,2023-03-04,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.21.02.T11,N1.21.02,N1.21,N1,2023-04-25,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.22.01.T01,N1.22.01,N1.22,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.22.01.T02,N1.22.01,N1.22,N1,2021-12-13,T02,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0
N1.22.01.T03,N1.22.01,N1.22,N1,2022-01-31,T03,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3
N1.22.01.T04,N1.22.01,N1.22,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.22.02.T05,N1.22.02,N1.22,N1,2022-06-20,T05,0,5,0,0,0,0,0,7,0,0,0,0,1,1,2
N1.22.01.T06,N1.22.01,N1.22,N1,2022-08-13,T06,0,0,0,0,0,0,4,0,0,0,0,0,2,1,4
N1.22.02.T07,N1.22.02,N1.22,N1,2022-09-17,T07,0,2,0,0,0,0,0,6,0,0,0,0,2,0,0
N1.22.02.T08,N1.22.02,N1.22,N1,2022-11-01,T08,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4
N1.22.02.T09,N1.22.02,N1.22,N1,2022-12-18,T09,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.22.01.T10,N1.22.01,N1.22,N1,2023-03-05,T10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.22.01.T11,N1.22.01,N1.22,N1,2023-04-25,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.23.01.T01,N1.23.01,N1.23,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.23.01.T02,N1.23.01,N1.23,N1,2021-12-13,T02,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0
N1.23.03.T03,N1.23.03,N1.23,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.23.01.T04,N1.23.01,N1.23,N1,2022-05-06,T04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.23.01.T05,N1.23.01,N1.23,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.23.02.T06,N1.23.02,N1.23,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.23.02.T07,N1.23.02,N1.23,N1,2022-09-16,T07,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3
N1.23.03.T08,N1.23.03,N1.23,N1,2022-11-04,T08,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4
N1.23.03.T09,N1.23.03,N1.23,N1,2022-12-19,T09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.23.01.T10,N1.23.01,N1.23,N1,2023-03-05,T10,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.23.02.T11,N1.23.02,N1.23,N1,2023-04-25,T11,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6
N1.24.01.T01,N1.24.01,N1.24,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
N1.24.02.T02,N1.24.02,N1.24,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.24.01.T03,N1.24.01,N1.24,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.24.01.T04,N1.24.01,N1.24,N1,2022-05-05,T04,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5
N1.24.01.T05,N1.24.01,N1.24,N1,2022-06-20,T05,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.24.01.T06,N1.24.01,N1.24,N1,2022-08-13,T06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.24.02.T07,N1.24.02,N1.24,N1,2022-09-16,T07,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0
N1.24.02.T08,N1.24.02,N1.24,N1,2022-11-01,T08,0,0,0,0,0,0,0,6,0,0,0,0,0,1,4
N1.24.01.T09,N1.24.01,N1.24,N1,2022-12-19,T09,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
N1.24.01.T10,N1.24.01,N1.24,N1,2023-03-05,T10,0,0,0,0,0,0,0,3,1,1,1,1,1,1,6
N1.24.02.T11,N1.24.02,N1.24,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.25.02.T01,N1.25.02,N1.25,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.25.02.T02,N1.25.02,N1.25,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.25.02.T03,N1.25.02,N1.25,N1,2022-01-31,T03,0,0,0,0,0,0,0,3,0,1,0,0,0,0,6
N1.25.02.T04,N1.25.02,N1.25,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.25.02.T05,N1.25.02,N1.25,N1,2022-06-20,T05,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
N1.25.02.T06,N1.25.02,N1.25,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.25.02.T07,N1.25.02,N1.25,N1,2022-09-16,T07,0,2,0,1,0,0,0,5,0,0,0,0,0,0,3
N1.25.02.T08,N1.25.02,N1.25,N1,2022-11-01,T08,0,2,0,0,0,0,0,7,0,0,0,0,1,0,0
N1.25.02.T09,N1.25.02,N1.25,N1,2022-12-18,T09,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
N1.25.02.T10,N1.25.02,N1.25,N1,2023-03-04,T10,0,5,0,3,0,3,0,5,0,0,1,1,1,1,6
N1.25.02.T11,N1.25.02,N1.25,N1,2023-04-25,T11,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0
N1.26.01.T01,N1.26.01,N1.26,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.26.01.T02,N1.26.01,N1.26,N1,2021-12-13,T02,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
N1.26.02.T03,N1.26.02,N1.26,N1,2022-02-01,T03,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
N1.26.01.T04,N1.26.01,N1.26,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.26.01.T05,N1.26.01,N1.26,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.26.02.T06,N1.26.02,N1.26,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.26.02.T07,N1.26.02,N1.26,N1,2022-09-16,T07,0,2,0,0,0,0,0,7,0,0,0,0,3,0,1
N1.26.02.T08,N1.26.02,N1.26,N1,2022-11-04,T08,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0
N1.26.02.T09,N1.26.02,N1.26,N1,2022-12-19,T09,0,2,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.26.01.T10,N1.26.01,N1.26,N1,2023-03-05,T10,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.26.02.T11,N1.26.02,N1.26,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.27.01.T01,N1.27.01,N1.27,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.27.02.T02,N1.27.02,N1.27,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
N1.27.02.T03,N1.27.02,N1.27,N1,2022-02-01,T03,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0
N1.27.02.T04,N1.27.02,N1.27,N1,2022-05-06,T04,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
N1.27.01.T05,N1.27.01,N1.27,N1,2022-06-20,T05,0,2,0,0,0,0,0,3,0,0,0,0,3,0,4
N1.27.02.T06,N1.27.02,N1.27,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.27.02.T07,N1.27.02,N1.27,N1,2022-09-16,T07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.27.01.T08,N1.27.01,N1.27,N1,2022-11-04,T08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.27.02.T09,N1.27.02,N1.27,N1,2022-12-19,T09,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.27.02.T10,N1.27.02,N1.27,N1,2023-03-05,T10,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0
N1.27.02.T11,N1.27.02,N1.27,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.28.01.T01,N1.28.01,N1.28,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.28.01.T02,N1.28.01,N1.28,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.28.01.T03,N1.28.01,N1.28,N1,2022-02-17,T03,2,2,0,0,2,2,2,2,0,0,0,0,3,0,0
N1.28.01.T04,N1.28.01,N1.28,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.28.01.T05,N1.28.01,N1.28,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.28.01.T06,N1.28.01,N1.28,N1,2022-08-14,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.28.01.T07,N1.28.01,N1.28,N1,2022-09-17,T07,0,3,0,0,0,0,0,5,0,0,0,0,3,0,1
N1.28.01.T08,N1.28.01,N1.28,N1,2022-11-01,T08,0,5,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.28.01.T09,N1.28.01,N1.28,N1,2022-12-18,T09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N1.28.01.T10,N1.28.01,N1.28,N1,2023-03-04,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.28.01.T11,N1.28.01,N1.28,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.29.01.T01,N1.29.01,N1.29,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.29.01.T02,N1.29.01,N1.29,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.29.02.T03,N1.29.02,N1.29,N1,2022-02-01,T03,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
N1.29.01.T04,N1.29.01,N1.29,N1,2022-05-06,T04,0,2,0,0,2,0,2,0,0,0,0,0,0,0,3
N1.29.01.T05,N1.29.01,N1.29,N1,2022-06-20,T05,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3
N1.29.01.T06,N1.29.01,N1.29,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
N1.29.01.T07,N1.29.01,N1.29,N1,2022-09-17,T07,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0
N1.29.01.T08,N1.29.01,N1.29,N1,2022-11-04,T08,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0
N1.29.02.T09,N1.29.02,N1.29,N1,2022-12-19,T09,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.29.02.T10,N1.29.02,N1.29,N1,2023-03-05,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.29.02.T11,N1.29.02,N1.29,N1,2023-04-25,T11,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6
N1.30.01.T01,N1.30.01,N1.30,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.30.01.T03,N1.30.01,N1.30,N1,2022-02-01,T03,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
N1.30.01.T04,N1.30.01,N1.30,N1,2022-05-06,T04,0,3,0,0,0,0,0,3,0,0,0,0,1,0,4
N1.30.01.T05,N1.30.01,N1.30,N1,2022-06-20,T05,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.30.01.T06,N1.30.01,N1.30,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.30.01.T07,N1.30.01,N1.30,N1,2022-09-16,T07,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2
N1.30.02.T08,N1.30.02,N1.30,N1,2022-11-01,T08,0,0,0,0,0,0,0,6,0,0,0,0,2,0,4
N1.30.01.T09,N1.30.01,N1.30,N1,2022-12-18,T09,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.30.01.T10,N1.30.01,N1.30,N1,2023-03-04,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.30.01.T11,N1.30.01,N1.30,N1,2023-04-25,T11,0,2,0,0,0,0,0,2,1,0,0,0,0,1,5
N1.31.01.T01,N1.31.01,N1.31,N1,2021-10-18,T01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
N1.31.01.T02,N1.31.01,N1.31,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31.01.T04,N1.31.01,N1.31,N1,2022-05-06,T04,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
N1.31.01.T05,N1.31.01,N1.31,N1,2022-06-20,T05,0,0,0,1,0,0,0,0,0,2,0,0,3,0,3
N1.31.01.T06,N1.31.01,N1.31,N1,2022-08-14,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.31.01.T07,N1.31.01,N1.31,N1,2022-09-17,T07,0,0,0,2,0,0,0,4,0,0,0,0,3,0,3
N1.31.01.T10,N1.31.01,N1.31,N1,2023-03-05,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.32.01.T01,N1.32.01,N1.32,N1,2021-10-18,T01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.32.02.T02,N1.32.02,N1.32,N1,2021-12-13,T02,0,0,0,2,2,2,0,0,0,0,0,0,0,0,5
N1.32.01.T03,N1.32.01,N1.32,N1,2022-02-01,T03,0,0,0,0,0,0,2,0,1,0,1,0,0,0,7
N1.32.02.T04,N1.32.02,N1.32,N1,2022-05-05,T04,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4
N1.32.02.T05,N1.32.02,N1.32,N1,2022-06-20,T05,0,0,0,3,0,0,2,4,1,0,0,0,4,0,6
N1.32.02.T06,N1.32.02,N1.32,N1,2022-08-14,T06,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
N1.32.01.T07,N1.32.01,N1.32,N1,2022-09-16,T07,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.32.02.T08,N1.32.02,N1.32,N1,2022-11-04,T08,3,3,0,0,0,0,0,7,0,0,0,0,0,0,3
N1.32.01.T09,N1.32.01,N1.32,N1,2022-12-19,T09,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.32.01.T10,N1.32.01,N1.32,N1,2023-03-04,T10,0,4,0,0,0,0,0,7,0,0,0,0,0,0,4
N1.32.01.T11,N1.32.01,N1.32,N1,2023-04-25,T11,0,3,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.33.01.T01,N1.33.01,N1.33,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.33.01.T02,N1.33.01,N1.33,N1,2021-12-13,T02,0,0,0,3,2,0,3,2,0,0,0,0,0,0,0
N1.33.01.T03,N1.33.01,N1.33,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.33.01.T04,N1.33.01,N1.33,N1,2022-05-05,T04,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0
N1.33.02.T06,N1.33.02,N1.33,N1,2022-08-14,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.33.02.T07,N1.33.02,N1.33,N1,2022-09-17,T07,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
N1.33.02.T08,N1.33.02,N1.33,N1,2022-11-04,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.33.01.T09,N1.33.01,N1.33,N1,2022-12-18,T09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.33.01.T10,N1.33.01,N1.33,N1,2023-03-05,T10,0,3,0,0,0,0,0,4,0,0,0,0,0,1,6
N1.34.02.T01,N1.34.02,N1.34,N1,2021-10-18,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.34.02.T02,N1.34.02,N1.34,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
N1.34.01.T04,N1.34.01,N1.34,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.34.02.T05,N1.34.02,N1.34,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.34.02.T06,N1.34.02,N1.34,N1,2022-08-14,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.34.02.T07,N1.34.02,N1.34,N1,2022-09-17,T07,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3
N1.34.02.T08,N1.34.02,N1.34,N1,2022-11-05,T08,0,3,0,0,0,0,0,4,0,0,0,0,2,0,0
N1.34.01.T10,N1.34.01,N1.34,N1,2023-03-05,T10,0,3,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.34.01.T11,N1.34.01,N1.34,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.35.01.T01,N1.35.01,N1.35,N1,2021-10-18,T01,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2
N1.35.01.T02,N1.35.01,N1.35,N1,2021-12-13,T02,0,0,0,0,2,3,2,3,0,0,1,0,0,1,4
N1.35.02.T03,N1.35.02,N1.35,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.35.01.T04,N1.35.01,N1.35,N1,2022-05-05,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.35.01.T05,N1.35.01,N1.35,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.35.02.T06,N1.35.02,N1.35,N1,2022-08-13,T06,0,2,0,0,0,0,0,3,0,0,1,0,2,1,5
N1.35.01.T07,N1.35.01,N1.35,N1,2022-09-16,T07,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4
N1.35.01.T08,N1.35.01,N1.35,N1,2022-11-01,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.35.02.T09,N1.35.02,N1.35,N1,2022-12-18,T09,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.35.01.T10,N1.35.01,N1.35,N1,2023-03-04,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.35.01.T11,N1.35.01,N1.35,N1,2023-04-25,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.36.02.T01,N1.36.02,N1.36,N1,2021-10-18,T01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
N1.36.02.T02,N1.36.02,N1.36,N1,2021-12-13,T02,0,0,0,0,2,2,2,2,0,2,2,0,0,0,4
N1.36.01.T03,N1.36.01,N1.36,N1,2022-02-17,T03,3,3,0,0,3,3,3,0,0,0,0,0,4,0,0
N1.36.01.T04,N1.36.01,N1.36,N1,2022-05-05,T04,0,2,0,0,0,0,0,5,0,0,0,0,3,0,0
N1.36.02.T05,N1.36.02,N1.36,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.36.01.T06,N1.36.01,N1.36,N1,2022-08-13,T06,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
N1.36.01.T07,N1.36.01,N1.36,N1,2022-09-16,T07,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0
N1.36.01.T08,N1.36.01,N1.36,N1,2022-11-01,T08,0,2,0,2,0,0,0,7,0,0,0,0,2,0,3
N1.36.02.T09,N1.36.02,N1.36,N1,2022-12-18,T09,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
N1.36.01.T10,N1.36.01,N1.36,N1,2023-03-04,T10,3,3,0,0,0,0,0,7,0,0,0,0,0,0,3
N1.36.01.T11,N1.36.01,N1.36,N1,2023-04-25,T11,2,2,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.37.01.T01,N1.37.01,N1.37,N1,2021-10-18,T01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.37.01.T02,N1.37.01,N1.37,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
N1.37.01.T03,N1.37.01,N1.37,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.37.01.T04,N1.37.01,N1.37,N1,2022-05-06,T04,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.37.01.T05,N1.37.01,N1.37,N1,2022-06-20,T05,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.37.01.T06,N1.37.01,N1.37,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.37.01.T07,N1.37.01,N1.37,N1,2022-09-17,T07,0,4,0,0,0,0,0,5,0,0,0,0,2,0,0
N1.37.01.T08,N1.37.01,N1.37,N1,2022-11-04,T08,0,0,0,0,0,0,0,4,0,0,0,0,2,0,5
N1.37.01.T09,N1.37.01,N1.37,N1,2022-12-18,T09,3,3,0,0,0,0,0,7,0,0,0,0,2,0,2
N1.37.01.T10,N1.37.01,N1.37,N1,2023-03-05,T10,0,4,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.38.01.T01,N1.38.01,N1.38,N1,2021-10-18,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.38.01.T02,N1.38.01,N1.38,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.38.01.T03,N1.38.01,N1.38,N1,2022-02-01,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.38.01.T04,N1.38.01,N1.38,N1,2022-05-05,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.38.01.T05,N1.38.01,N1.38,N1,2022-06-21,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.38.01.T06,N1.38.01,N1.38,N1,2022-08-14,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.38.01.T07,N1.38.01,N1.38,N1,2022-09-17,T07,0,3,0,0,0,0,0,4,0,0,0,0,5,0,0
N1.38.02.T08,N1.38.02,N1.38,N1,2022-11-01,T08,0,1,0,0,0,0,0,6,0,0,0,0,2,0,0
N1.38.02.T09,N1.38.02,N1.38,N1,2022-12-19,T09,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.38.01.T10,N1.38.01,N1.38,N1,2023-03-05,T10,0,0,0,2,0,0,0,3,0,0,0,0,0,0,6
N1.38.02.T11,N1.38.02,N1.38,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0
N1.39.01.T01,N1.39.01,N1.39,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.39.02.T02,N1.39.02,N1.39,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.39.01.T03,N1.39.01,N1.39,N1,2022-02-01,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.39.01.T04,N1.39.01,N1.39,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.39.01.T05,N1.39.01,N1.39,N1,2022-06-20,T05,0,0,0,0,2,0,0,3,0,0,0,0,0,0,4
N1.39.01.T06,N1.39.01,N1.39,N1,2022-08-14,T06,0,0,0,0,0,0,0,3,1,0,0,0,1,1,4
N1.39.02.T07,N1.39.02,N1.39,N1,2022-09-16,T07,0,1,0,0,0,0,0,5,0,1,0,0,0,1,4
N1.39.01.T08,N1.39.01,N1.39,N1,2022-11-04,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.39.02.T09,N1.39.02,N1.39,N1,2022-12-18,T09,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
N1.39.01.T10,N1.39.01,N1.39,N1,2023-03-04,T10,0,3,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.39.02.T11,N1.39.02,N1.39,N1,2023-04-26,T11,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0
N1.40.02.T01,N1.40.02,N1.40,N1,2021-10-18,T01,0,3,0,0,0,0,0,3,0,0,0,0,1,0,2
N1.40.01.T02,N1.40.01,N1.40,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.40.02.T03,N1.40.02,N1.40,N1,2022-01-31,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.40.02.T04,N1.40.02,N1.40,N1,2022-05-06,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.40.02.T05,N1.40.02,N1.40,N1,2022-06-20,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.40.02.T06,N1.40.02,N1.40,N1,2022-08-13,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.40.02.T07,N1.40.02,N1.40,N1,2022-09-16,T07,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.40.02.T08,N1.40.02,N1.40,N1,2022-11-04,T08,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.40.02.T09,N1.40.02,N1.40,N1,2022-12-18,T09,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.40.02.T10,N1.40.02,N1.40,N1,2023-03-05,T10,0,0,0,0,0,0,0,5,0,0,0,1,1,1,6
N1.40.02.T11,N1.40.02,N1.40,N1,2023-04-26,T11,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0
N1.41.01.T01,N1.41.01,N1.41,N1,2021-10-17,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.41.01.T02,N1.41.01,N1.41,N1,2021-12-13,T02,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
N1.41.01.T03,N1.41.01,N1.41,N1,2022-02-01,T03,0,0,0,2,0,0,0,4,0,0,0,0,0,0,5
